reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,462,High-value source pool,RS 002-025,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus,1992-11-24 to 1992-11-24,"Tuesday, November 24, 1992 [1]",Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash,72,470418201,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, November 24, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470418201. Query hit(s): Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash. Digital object: 41-bpr-ootp-daily_files-90737-003.pdf. Catalog: https://catalog.archives.gov/id/470418201.",https://catalog.archives.gov/id/470418201,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90737-003.pdf
,,,462,High-value source pool,RS 002-026,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1992-03-18 to 1992-03-18,"Wednesday, March 18, 1992 [2]",Greece | Mitsotakis | Cyprus | Demirel | Greece / Turkey / Cyprus,72,470417653,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Wednesday, March 18, 1992 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417653. Query hit(s): Greece, Mitsotakis, Cyprus, Demirel, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90662-004.pdf. Catalog: https://catalog.archives.gov/id/470417653.",https://catalog.archives.gov/id/470417653,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90662-004.pdf
,,,460,High-value source pool,RS 002-027,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Cyprus; Turkey,1992-08-01 to 1992-08-01,"Saturday, August 1, 1992",Cyprus | Denktash | Turkey | Demirel | PKK,70,470417945,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Saturday, August 1, 1992.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417945. Query hit(s): Cyprus, Denktash, Turkey, Demirel, PKK. Digital object: 41-bpr-ootp-daily_files-90702-006.pdf. Catalog: https://catalog.archives.gov/id/470417945.",https://catalog.archives.gov/id/470417945,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90702-006.pdf
,,,459,High-value source pool,RS 002-028,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-06-04 to 1991-06-04,"Tuesday, June 4, 1991 [2]",Vassiliou | Denktash | Ozal | Greece / Turkey / Cyprus,69,470417189,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, June 4, 1991 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417189. Query hit(s): Vassiliou, Denktash, Ozal, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90601-008.pdf. Catalog: https://catalog.archives.gov/id/470417189.",https://catalog.archives.gov/id/470417189,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90601-008.pdf
,,,458,High-value source pool,RS 002-029,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",Cypriot | Ozal | Greece / Turkey / Cyprus | memorandum of conversation | telephone conversation,68,470416813,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, August 14, 1990.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416813. Query hit(s): Cypriot, Ozal, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. Digital object: 41-bpr-ootp-daily_files-90557-001.pdf. Catalog: https://catalog.archives.gov/id/470416813.",https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,456,High-value source pool,RS 002-030,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey,1989-06-30 to 1989-06-30,"Friday, June 30, 1989",Papandreou | Vassiliou | Denktash | Yilmaz,66,470416338,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Friday, June 30, 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416338. Query hit(s): Papandreou, Vassiliou, Denktash, Yilmaz. Digital object: 41-bpr-ootp-daily_files-90515-004.pdf. Catalog: https://catalog.archives.gov/id/470416338.",https://catalog.archives.gov/id/470416338,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90515-004.pdf
,,,448,High-value source pool,RS 005-006,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus,1992-10-01 to 1992-10-01,"NSC/DC 380 - October 01, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia",Greece | Greek | Cyprus | Vassiliou | memorandum of conversation,58,470761415,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 380 - October 01, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761415. Query hit(s): Greece, Greek, Cyprus, Vassiliou, memorandum of conversation. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-380-90023-024.pdf. Catalog: https://catalog.archives.gov/id/470761415.",https://catalog.archives.gov/id/470761415,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-380-90023-024.pdf
,,,446,High-value source pool,BC 013,Blackwill Chronological Files,Open or screen chronological packet,High-value EastMed search lead,Turkey,1989-07-01,July 1989 [4],Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memorandum of conversation | telephone conversation,96,453248093,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, July 1989 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248093. Query hit(s): Greek, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, memorandum of conversation, telephone conversation. OCR status: First four pages OCR reviewed. PDF extent: 130 pages. Digital object: 41-bpr-nsc-blackwill_chron-30546-004.pdf. Catalog: https://catalog.archives.gov/id/453248093.",https://catalog.archives.gov/id/453248093,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-004.pdf
,,,445,High-value source pool,RS 001-026,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Turkey,,Presidential Telephone Calls--Memorandum of Conversations 11/5/92-1/2/93,Turkey | Ozal | Demirel | PKK | telcon | memorandum of conversation | telephone conversation,95,366551706,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 11/5/92-1/2/93.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551706. Query hit(s): Turkey, Ozal, Demirel, PKK, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-006.pdf. Catalog: https://catalog.archives.gov/id/366551706.",https://catalog.archives.gov/id/366551706,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-006.pdf
,,,435,High-value source pool,BC 014,Blackwill Chronological Files,Open or screen chronological packet,High-value EastMed search lead,Turkey,1989-07-01,July 1989 [5],Greece | Greek | Turkey | Ozal | Ozal + Turkey | memorandum of conversation | telephone conversation,85,453248094,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, July 1989 [5].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248094. Query hit(s): Greece, Greek, Turkey, Ozal, Ozal + Turkey, memorandum of conversation, telephone conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-blackwill_chron-30546-005.pdf. Catalog: https://catalog.archives.gov/id/453248094.",https://catalog.archives.gov/id/453248094,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-005.pdf
,,,426,High-value source pool,BC 015,Blackwill Chronological Files,Open or screen chronological packet,High-value EastMed search lead,Turkey,1989-02-01,January-February 1989 [1],Turkey | Turkish | Ozal | Ozal + Turkey | memorandum of conversation | telephone conversation,76,453248053,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, January-February 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248053. Query hit(s): Turkey, Turkish, Ozal, Ozal + Turkey, memorandum of conversation, telephone conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-blackwill_chron-30540-001.pdf. Catalog: https://catalog.archives.gov/id/453248053.",https://catalog.archives.gov/id/453248053,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30540-001.pdf
,,,426,High-value source pool,BC 016,Blackwill Chronological Files,Open or screen chronological packet,High-value EastMed search lead,Turkey,1989-08-01,August 1989 [1],Turkey | Turkish | Ozal | Ozal + Turkey | memorandum of conversation | telephone conversation,76,453248095,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, August 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248095. Query hit(s): Turkey, Turkish, Ozal, Ozal + Turkey, memorandum of conversation, telephone conversation. OCR status: First four pages OCR reviewed. PDF extent: 100 pages. Digital object: 41-bpr-nsc-blackwill_chron-30546-006.pdf. Catalog: https://catalog.archives.gov/id/453248095.",https://catalog.archives.gov/id/453248095,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-006.pdf
,,,424,High-value source pool,RS 005-004,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,High-value EastMed lead,Turkey,1991-04-08 to 1991-04-08,"NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees",Turkey | Turkish | Ozal | Incirlik | memorandum of conversation | telephone conversation,74,470761286,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 268 - April 08, 1991 - NSC/DC Meeting on Iraqi Refugees via SVTS, Keywords: Iraq, Refugees.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761286. Query hit(s): Turkey, Turkish, Ozal, Incirlik, memorandum of conversation, telephone conversation. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf. Catalog: https://catalog.archives.gov/id/470761286.",https://catalog.archives.gov/id/470761286,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-268-90019-017.pdf
,,,409,High-value source pool,RS 005-005,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,High-value EastMed lead,Turkey,1991-06-04 to 1991-06-04,"NSC/DC 286 - June 04, 1991 - NSC/DC Meeting on Iraq, Keywords: Iraq",Turkey | Turkish | Ozal | memorandum of conversation | telephone conversation,59,470761305,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 286 - June 04, 1991 - NSC/DC Meeting on Iraq, Keywords: Iraq.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761305. Query hit(s): Turkey, Turkish, Ozal, memorandum of conversation, telephone conversation. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-286-90020-005.pdf. Catalog: https://catalog.archives.gov/id/470761305.",https://catalog.archives.gov/id/470761305,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-286-90020-005.pdf
,,,408,High-value source pool,GC 014,Gates Chronological Files,Screen for copied or staff-context records,High-value EastMed search lead,Regional,1989-01-01,Chron File (Official): 1989 (Part I) [Unclassified] [3 of 6],Eastern Mediterranean,18,470436933,Robert M. Gates' Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert M. Gates' Chronological Files, Chron File (Official): 1989 (Part I) [Unclassified] [3 of 6].",Catalog provenance: Catalog access Restricted - Possibly; NAID 470436933. Query hit(s): Eastern Mediterranean. OCR status: Full PDF OCR reviewed. PDF extent: 170 pages. Digital object: 41-bpr-nsc-gates-chron-cf00948-003.pdf. Catalog: https://catalog.archives.gov/id/470436933.,https://catalog.archives.gov/id/470436933,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/chron_2554841/41-bpr-nsc-gates-chron-cf00948-003.pdf
,,,408,High-value source pool,GC 015,Gates Chronological Files,Screen for copied or staff-context records,High-value EastMed search lead,Regional,1989-01-01,Chron File (Official): 1989 (Part I) [Unclassified] [4 of 6],Eastern Mediterranean,18,470436934,Robert M. Gates' Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert M. Gates' Chronological Files, Chron File (Official): 1989 (Part I) [Unclassified] [4 of 6].",Catalog provenance: Catalog access Restricted - Possibly; NAID 470436934. Query hit(s): Eastern Mediterranean. OCR status: Full PDF OCR reviewed. PDF extent: 100 pages. Digital object: 41-bpr-nsc-gates-chron-cf00948-004.pdf. Catalog: https://catalog.archives.gov/id/470436934.,https://catalog.archives.gov/id/470436934,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/chron_2554841/41-bpr-nsc-gates-chron-cf00948-004.pdf
,,,400,High-value source pool,RS 005-008,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,High-value EastMed lead,Turkey,1991-09-13 to 1991-09-13,"NSC/DC 310 - September 13, 1991 - NSC/DC Meeting on Persian Gulf, Keywords: Persian Gulf",Turkey | Ozal | Incirlik | NSD,50,470761331,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 310 - September 13, 1991 - NSC/DC Meeting on Persian Gulf, Keywords: Persian Gulf.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761331. Query hit(s): Turkey, Ozal, Incirlik, NSD. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-310-90020-032.pdf. Catalog: https://catalog.archives.gov/id/470761331.",https://catalog.archives.gov/id/470761331,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-310-90020-032.pdf
