reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,1.011,conversation-428082075,Greece,1991-12-12,Memcon,"Meeting with Prime Minister Constantine Mitsotakis of Greece, December 12, 1991 (3 of 3)",428082075,https://catalog.archives.gov/id/428082075,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-12-12--Mitsotakis-3.pdf,415891716; 415891717,2,91,Review likely source/context packet,chapter match: Greece; date-range signal: 10/16/91-12/17/91; person signal: mitsotakis; document-type signal: memcon; country signal: greece; high-value packet,RS 001-014,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91,366551679,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-004.pdf
,,,1.011,conversation-428082075,Greece,1991-12-12,Memcon,"Meeting with Prime Minister Constantine Mitsotakis of Greece, December 12, 1991 (3 of 3)",428082075,https://catalog.archives.gov/id/428082075,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-12-12--Mitsotakis-3.pdf,415891716; 415891717,3,69,Review likely source/context packet,same month: 1991-12; person signal: mitsotakis; document-type signal: memcon; country signal: greece,CC 014,Central Chronological Files,1991-12-01,December 1991 [1],470761786,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761786,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30522-001.pdf
,,,1.012,conversation-428082239,Greece,1992-06-10,Telcon,"Telcon with Constantine Mitsotakis, Prime Minister of Greece, June 10, 1992",428082239,https://catalog.archives.gov/id/428082239,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-10--Mitsotakis.pdf,415892082; 415892083,1,91,Review likely source/context packet,chapter match: Greece; date-range signal: 4/10/92-6/30/92; person signal: mitsotakis; document-type signal: telcon; country signal: greece; high-value packet,RS 001-017,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92,366551704,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551704,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-004.pdf
,,,1.012,conversation-428082239,Greece,1992-06-10,Telcon,"Telcon with Constantine Mitsotakis, Prime Minister of Greece, June 10, 1992",428082239,https://catalog.archives.gov/id/428082239,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-10--Mitsotakis.pdf,415892082; 415892083,2,77,Review likely source/context packet,same month: 1992-06; person signal: mitsotakis; document-type signal: telcon; country signal: greece; open-first packet,CC 017,Central Chronological Files,1992-06-01,June 1992 [4],470761816,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761816,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf
,,,1.012,conversation-428082239,Greece,1992-06-10,Telcon,"Telcon with Constantine Mitsotakis, Prime Minister of Greece, June 10, 1992",428082239,https://catalog.archives.gov/id/428082239,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-10--Mitsotakis.pdf,415892082; 415892083,3,69,Review likely source/context packet,same month: 1992-06; person signal: mitsotakis; document-type signal: telcon; country signal: greece,CC 060,Central Chronological Files,1992-06-01,June 1992 [3],470761815,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761815,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-001.pdf
,,,1.012,conversation-428082239,Greece,1992-06-10,Telcon,"Telcon with Constantine Mitsotakis, Prime Minister of Greece, June 10, 1992",428082239,https://catalog.archives.gov/id/428082239,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-10--Mitsotakis.pdf,415892082; 415892083,4,64,Review likely source/context packet,same month: 1992-06; person signal: mitsotakis; document-type signal: telcon,CC 062,Central Chronological Files,1992-06-01,June 1992 [1],470761813,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761813,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-004.pdf
,,,1.013,conversation-428082291,Greece,1992-07-09,Memcon,"Meeting With Prime Minister Constantine Mitsotakis of Greece, July 9, 1992",428082291,https://catalog.archives.gov/id/428082291,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Mitsotakis.pdf,415892141; 415892142,1,121,Review likely source/context packet,chapter match: Greece; date signal: 7/9/92; date-range signal: 7/9/92-12/22/92; person signal: mitsotakis; document-type signal: memcon; country signal: greece; high-value packet,RS 001-002,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,366551685,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,1.013,conversation-428082291,Greece,1992-07-09,Memcon,"Meeting With Prime Minister Constantine Mitsotakis of Greece, July 9, 1992",428082291,https://catalog.archives.gov/id/428082291,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Mitsotakis.pdf,415892141; 415892142,2,121,Review likely source/context packet,chapter match: Greece; date signal: 7/9/92; date-range signal: 7/1/92-7/9/92; person signal: mitsotakis; document-type signal: memcon; country signal: greece; high-value packet,RS 001-010,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92,366551684,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551684,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-001.pdf
,,,1.013,conversation-428082291,Greece,1992-07-09,Memcon,"Meeting With Prime Minister Constantine Mitsotakis of Greece, July 9, 1992",428082291,https://catalog.archives.gov/id/428082291,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Mitsotakis.pdf,415892141; 415892142,3,119,Review likely source/context packet,chapter match: Greece; same month: 1992-07; date signal: 7/9/92; person signal: mitsotakis; document-type signal: memcon; country signal: greece; open-first packet,CC 018,Central Chronological Files,1992-07-01,July 1992 [3],470761820,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761820,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-001.pdf
,,,1.013,conversation-428082291,Greece,1992-07-09,Memcon,"Meeting With Prime Minister Constantine Mitsotakis of Greece, July 9, 1992",428082291,https://catalog.archives.gov/id/428082291,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Mitsotakis.pdf,415892141; 415892142,4,77,Review likely source/context packet,same month: 1992-07; person signal: mitsotakis; document-type signal: memcon; country signal: greece; open-first packet,CC 026,Central Chronological Files,1992-07-01,July 1992 [4],470761821,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761821,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf
,,,1.013,conversation-428082291,Greece,1992-07-09,Memcon,"Meeting With Prime Minister Constantine Mitsotakis of Greece, July 9, 1992",428082291,https://catalog.archives.gov/id/428082291,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Mitsotakis.pdf,415892141; 415892142,5,69,Review likely source/context packet,chapter match: Greece; same month: 1992-07; person signal: mitsotakis; country signal: greece; high-value packet,RS 002-014,Requested source pool: Presidential Daily File,1992-07-04 to 1992-07-04,"Saturday, July 4, 1992 [2]",470417886,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470417886,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90694-006.pdf
,,,1.014,conversation-428082333,Greece,1992-11-17,Memcon,"Meeting with Prime Minister Mitsotakis of Greece, November 17, 1992",428082333,https://catalog.archives.gov/id/428082333,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-17--Mitsotakis.pdf,415892404; 415892405,1,119,Review likely source/context packet,chapter match: Greece; same month: 1992-11; date signal: 11/17/92; person signal: mitsotakis; document-type signal: memcon; country signal: greece; open-first packet,CC 007,Central Chronological Files,1992-11-01,November 1992 [2],470761834,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761834,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30530-005.pdf
,,,1.014,conversation-428082333,Greece,1992-11-17,Memcon,"Meeting with Prime Minister Mitsotakis of Greece, November 17, 1992",428082333,https://catalog.archives.gov/id/428082333,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-17--Mitsotakis.pdf,415892404; 415892405,2,99,Review likely source/context packet,"chapter match: Greece; same month: 1992-11; date signal: November 17, 1992; person signal: mitsotakis; country signal: greece; high-value packet",RS 002-004,Requested source pool: Presidential Daily File,1992-11-17 to 1992-11-17,"Tuesday, November 17, 1992 [1]",470418188,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470418188,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90735-004.pdf
,,,1.014,conversation-428082333,Greece,1992-11-17,Memcon,"Meeting with Prime Minister Mitsotakis of Greece, November 17, 1992",428082333,https://catalog.archives.gov/id/428082333,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-17--Mitsotakis.pdf,415892404; 415892405,3,91,Review likely source/context packet,chapter match: Greece; date-range signal: 7/9/92-12/22/92; person signal: mitsotakis; document-type signal: memcon; country signal: greece; high-value packet,RS 001-002,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,366551685,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,1.014,conversation-428082333,Greece,1992-11-17,Memcon,"Meeting with Prime Minister Mitsotakis of Greece, November 17, 1992",428082333,https://catalog.archives.gov/id/428082333,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-17--Mitsotakis.pdf,415892404; 415892405,4,69,Review likely source/context packet,same month: 1992-11; person signal: mitsotakis; document-type signal: memcon; country signal: greece,CC 019,Central Chronological Files,1992-11-01,November 1992 [1],470761833,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761833,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30530-004.pdf
,,,1.014,conversation-428082333,Greece,1992-11-17,Memcon,"Meeting with Prime Minister Mitsotakis of Greece, November 17, 1992",428082333,https://catalog.archives.gov/id/428082333,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-17--Mitsotakis.pdf,415892404; 415892405,5,64,Review likely source/context packet,chapter match: Greece; same month: 1992-11; person signal: mitsotakis; high-value packet,RS 002-025,Requested source pool: Presidential Daily File,1992-11-24 to 1992-11-24,"Tuesday, November 24, 1992 [1]",470418201,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470418201,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90737-003.pdf
,,,2.001,conversation-428080249,Cyprus,1989-10-04,Memcon,"Meeting with George Vassiliou, President of Cyprus",428080249,https://catalog.archives.gov/id/428080249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-10-04--Vassiliou.pdf,415890112; 415890113,1,91,Review likely source/context packet,chapter match: Cyprus; date-range signal: 10/3/89-12/16/89; person signal: vassiliou; document-type signal: memcon; country signal: cyprus; high-value packet,RS 001-016,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89,366551665,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551665,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-006.pdf
,,,2.001,conversation-428080249,Cyprus,1989-10-04,Memcon,"Meeting with George Vassiliou, President of Cyprus",428080249,https://catalog.archives.gov/id/428080249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-10-04--Vassiliou.pdf,415890112; 415890113,2,81,Review likely source/context packet,chapter match: Cyprus; same month: 1989-10; person signal: vassiliou; document-type signal: memcon; country signal: cyprus,CC 061,Central Chronological Files,1989-10-01,October 1989 [4],470761664,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30501-005.pdf
,,,2.001,conversation-428080249,Cyprus,1989-10-04,Memcon,"Meeting with George Vassiliou, President of Cyprus",428080249,https://catalog.archives.gov/id/428080249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-10-04--Vassiliou.pdf,415890112; 415890113,3,81,Review likely source/context packet,chapter match: Cyprus; same month: 1989-10; person signal: vassiliou; document-type signal: memcon; country signal: cyprus,CC 073,Central Chronological Files,1989-10-01,October 1989 [2],470761662,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761662,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30501-003.pdf
